date,rmse_loss
2021-02-16,0.5063131730991955
2021-02-17,0.3612107882671675
2021-02-18,0.18025138934095447
2021-02-19,0.3491311036277876
2021-02-20,0.31003839952698675
2021-02-21,0.41719369091197883
2021-02-22,0.32679765764712104
2021-02-23,0.40646627411239994
2021-02-24,0.19554362528906896
2021-02-25,0.12971258160223595
2021-02-26,0.4846721975452754
2021-02-27,0.3543401461091872
2021-02-28,0.36467767676651475
2021-03-01,0.4857930104911013
2021-03-02,0.372598167505257
2021-03-03,0.30972695328325045
2021-03-04,0.622664920896735
2021-03-05,0.5169281261987402
2021-03-06,0.6783849095929468
2021-03-07,0.34118614579646855
2021-03-08,0.3696666123472309
2021-03-09,0.7787378810127216
2021-03-10,0.20818226199194595
2021-03-11,0.451242418845472
2021-03-12,0.38423734193921616
2021-03-13,0.7663193751205604
2021-03-14,0.7699332911141353
2021-03-15,0.4919490686479847
2021-03-16,0.40941329601223186
