,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,151.64634583011977,0,4.248678036900653,1.077039882354317,0.709529232162411,0.02068198225877913,,,0.00039754488215068247
