,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,34.608785755421714,0,4.821859061509842,1.222341272092747,0.805250463272146,0.020560972381476864,,,0.0005161177422617731
