Epoch,Rm,Rout,Capacitance,Tm,Ai,P_max,O_hat,R_hat
0,1.810990921657307,1.2515606708144786,10.851579553773918,21.646751945723178,1.5798284435951069,2.078414284130393,0.9689928065909372,0.04588880066849201
1,1.8473299482542702,1.2873667912900328,10.895473273271316,21.684587989876416,1.6281737061933137,2.1182035088593696,0.9404476863588497,0.08366793185089354
2,1.8515318991036376,1.2914904554496318,10.94201152381524,21.68886444304108,1.6492222992185033,2.136040851655788,0.9382970764193894,0.10795324412939358
3,1.8592366606666868,1.299042706356414,10.987808100188953,21.696832026563666,1.6755878311437262,2.157987543701394,0.9315090940085834,0.13255223431205015
4,1.865276260662882,1.3049595034861496,11.035788074457672,21.703114984307895,1.7021762556509736,2.176177667903964,0.9157867208280279,0.16102483950588337
5,1.8716537585657722,1.311214882579296,11.086106825825263,21.70994319487107,1.7352926351751177,2.1972715468647324,0.8930421350170644,0.18991154507223668
6,1.8736690574912935,1.3131908919815902,11.132919344682792,21.712190949882924,1.764911869794681,2.2137045998550926,0.8757178009012766,0.2146577338686232
7,1.8747667134593673,1.31427031086692,11.184600471662877,21.713720168745134,1.7989818354990328,2.230737759193087,0.8575389064563351,0.23442392326990416
8,1.8676050038986047,1.3072406592761423,11.23557026415409,21.706404826480775,1.8250756027237978,2.244584575785691,0.8478432994525724,0.2535471752508379
9,1.8676218596402463,1.3072662726670035,11.288754317755208,21.706380961699118,1.86763555583473,2.257784565515891,0.8297439895109122,0.2760236854802386
10,1.858078885353476,1.2978406521566643,11.337942752866422,21.697129406297744,1.893587206270262,2.27270118547945,0.814816616416605,0.2982151211375352
11,1.8685377571279291,1.3082076583777793,11.38682010843969,21.70786131779477,1.9290418648954384,2.3004441268369384,0.7896686644266833,0.32258357030998985
12,1.865125224064897,1.3048401624220187,11.435688021546115,21.704148568376503,1.956814061598789,2.3147249848557787,0.7859994127282429,0.33909209191590434
13,1.8541266064540551,1.293941535974822,11.488855111209356,21.692862018921236,1.9799876755807675,2.323070692027454,0.7828367360749521,0.35525809125273583
14,1.8549309663520817,1.2947484401577893,11.541006892019514,21.693680309967654,2.010887107057139,2.3424657157830993,0.770244098934996,0.372477104540032
15,1.8590620164929206,1.298865520866147,11.592487050691156,21.697812111548544,2.0438211151557093,2.366697490964387,0.750505272920097,0.39537861799618224
16,1.8563616225923159,1.2961867878384494,11.642246662865674,21.69479655950794,2.0708560641467106,2.382729412051643,0.7444627586033017,0.4119734019043764
17,1.8548293316255964,1.2946662598614709,11.693199525960484,21.69282772871828,2.099704293986313,2.3995952009471053,0.736032364094554,0.4291735949933462
18,1.8507842799357916,1.2906399164165183,11.743503218095459,21.688856907813737,2.130522174666771,2.4162642532848047,0.7274501558133478,0.4439927285368298
19,1.8482497208537079,1.288111100486378,11.790566089539748,21.68572313757243,2.162558835468853,2.427073548687428,0.7276439994286953,0.4566336349696018
20,1.8505049163295693,1.2903688229257257,11.839530259739309,21.687521169646757,2.1935582745704223,2.4420256209524354,0.7202586860617199,0.4709416638112378
21,1.8484615411324052,1.2883331441287627,11.88691220957093,21.685514630578307,2.219364777701274,2.4637315843359078,0.7041323775602137,0.4884301727916463
22,1.8496232603111629,1.2895045463964045,11.93984673566535,21.68621260040684,2.2561924384464858,2.480183418155758,0.6935941027633689,0.5045520154017681
23,1.8462382584824217,1.2861276282192333,11.988898410105804,21.682414465197382,2.2862368401529696,2.4929421372009126,0.7022571161403053,0.5132435177292228
24,1.8456179437133773,1.2855126192539952,12.035671591287112,21.681390461115388,2.311393837258323,2.507951126564624,0.706307640706332,0.523750743064264
25,1.844545325791245,1.2844522080481953,12.086893645763594,21.679944361891565,2.339290128258605,2.527554950503951,0.6983113966816635,0.5404414072063624
26,1.8422288196692542,1.2821353264520716,12.137770739249465,21.677212712635306,2.3701919057179213,2.544172261881175,0.7026037296525665,0.5519197158056307
27,1.843743730898116,1.2836571482355033,12.185240576192784,21.678204749627348,2.40412232692226,2.563282402876336,0.7043158687391972,0.5643787042171556
28,1.8451032960825662,1.2850240451430266,12.22963052508773,21.679134426393194,2.436831922936681,2.5790225597648124,0.7029341920621573,0.5765160444909015
29,1.8372776983651657,1.277185729419108,12.276607747917513,21.6707565330339,2.4661352252965325,2.5877401485017506,0.6999135186150907,0.5906204953063119
30,1.8322946977906525,1.2721804714800924,12.325516050885645,21.66483390847885,2.4958301537423964,2.5964396122028477,0.7098171491010217,0.6013462282254995
