date,rmse_loss
2021-02-16,0.5089728874723276
2021-02-17,0.33913807612862623
2021-02-18,0.3052986677534757
2021-02-19,0.46546158755101036
2021-02-20,0.31262645866619626
2021-02-21,0.3800347940983134
2021-02-22,0.3838972620372149
2021-02-23,0.3964969669407126
2021-02-24,0.23980913862544187
2021-02-25,0.3643761942012545
2021-02-26,0.5328486808303231
2021-02-27,0.4130660133111706
2021-02-28,0.3995555035957361
2021-03-01,0.4646640871229527
2021-03-02,0.437455321108637
2021-03-03,0.3307370949875094
2021-03-04,0.5923416901526435
2021-03-05,0.5422173439557184
2021-03-06,0.6217099169389022
2021-03-07,0.3989719478380925
2021-03-08,0.3351190429342509
2021-03-09,0.6308203672327277
2021-03-10,0.4030903673949719
2021-03-11,0.39169030087467543
2021-03-12,0.37300225818821103
2021-03-13,0.6793486454859958
2021-03-14,0.6933979232168854
2021-03-15,0.40864784040392665
2021-03-16,0.3720899503388923
