Epoch,Rm,Rout,Capacitance,Tm,Ai,P_max,O_hat,R_hat
0,2.502383126062484,1.5280282233566205,9.084720808134254,20.035488706342036,4.102164281300284,2.7246991432768475,1.2414246115723602,0.0004953725936131517
1,2.2485623306403433,1.2493538201602568,9.128986013103939,19.813490191940883,4.101493584286158,2.557119683654118,1.3607836334525691,0.2829561356426128
2,2.2289532251063315,1.227470270684199,9.209401830287359,19.794670813194884,4.218339476258979,2.705414478916558,1.186094082355457,0.4793774278606009
3,2.221725062631533,1.219549860964763,9.322767650688576,19.78502682258154,4.475755390185001,2.8508638755402815,1.0087586120844836,0.6409689393868185
4,2.2053557665834056,1.201580420406379,9.468348304654866,19.766216197195124,4.722306333416932,2.943047168400518,0.8750184853302098,0.7599877685373538
5,2.1973173462000606,1.192920974733597,9.653531300673944,19.749811237742218,4.895251534595238,3.026307463671296,0.8782801787934056,0.8436194359534174
6,2.1853047751718893,1.1802328432222513,9.833497409254322,19.729490308789376,5.137435488059072,3.1218598263627046,0.8170833365472996,0.9530964528450628
7,2.198642076242003,1.1952045307886827,9.991427009022631,19.73230575736567,5.34470045397713,3.2302394925310596,0.8005956628152453,1.0381141494478359
8,2.184599937660295,1.1806412750129602,10.182092503966754,19.708135115141953,5.526408343660917,3.296974661174502,0.7922826625538187,1.1224822965703503
9,2.1741133203005836,1.1700926224005126,10.383824055227352,19.687325762531177,5.8128597094744325,3.388896077343176,0.8108523117766661,1.1904609753742434
10,2.1619439600419583,1.1572431431719452,10.559103803977198,19.66603104647507,5.982971752882559,3.470415369254257,0.863431767332291,1.2315663983206675
11,2.158959774472317,1.1547778048817834,10.751424721972626,19.65138657872863,6.207290884117994,3.5566017519040605,0.8686735651192142,1.3119865111262257
12,2.1485086355012877,1.144159917874327,10.923398305868464,19.630407855960144,6.434742063304515,3.638604522205411,0.9025959698212933,1.369590902291486
13,2.153000501148877,1.1493195463946022,11.130201442572718,19.620019275507268,6.629708334205507,3.7059452938082122,0.9237382621725433,1.4249983693780903
14,2.1446714730610954,1.140677622956568,11.314683266854132,19.600972797571043,6.807119450150021,3.7508175236412082,0.9304740924043496,1.4830255800548104
15,2.147250886825098,1.1446182830620628,11.502239321487501,19.593520109604082,7.032300525219052,3.79455144127727,0.9009907627203753,1.5526173742129399
16,2.1323200501301898,1.1289448311534678,11.703785082004378,19.562430459046674,7.2352300872642665,3.8123253162675113,0.9668836803606249,1.5918191454328952
17,2.1326312262981277,1.1296332951896826,11.892966343227632,19.544181548913212,7.452587656122974,3.848918248330404,1.01131948929711,1.637476284793707
18,2.1284362686989304,1.1253885945901299,12.05213813604809,19.52801027147335,7.641934976564009,3.8832484270517647,1.0387104053553828,1.677981496256557
19,2.135137307858046,1.1329950506915625,12.213633914872505,19.519824901157595,7.779984339339919,3.9194915357436426,1.075475527549851,1.7160332386975088
20,2.134374223448592,1.1333425885128492,12.371431696914424,19.507866427579568,7.951827986702336,3.9566661696350534,1.0898981050990597,1.7546371505911509
21,2.1128536819679966,1.1110451110171726,12.536422606141098,19.476089879707143,8.12318847160099,3.985296737571705,1.1096134074736868,1.7959310217941995
22,2.1207563155716067,1.1198325092394776,12.723433004533828,19.465457541726185,8.291922380589074,4.004900471711943,1.1570013613644603,1.8193005683206276
23,2.120736583068632,1.1204933891134625,12.877829287840356,19.452627303046807,8.487541455664438,4.0774801621212085,1.1959295318295595,1.8506053996826495
24,2.1132763578838594,1.1130762325614239,13.046272534171827,19.43197434517744,8.631951712982973,4.109759306534585,1.1855964364080445,1.9117163496228016
25,2.115091492263136,1.1156173856946194,13.196698636998336,19.423685263571357,8.782001368809464,4.14133728801071,1.160801648198187,1.969691120876049
26,2.1138820756278567,1.1150031476968632,13.383469499144473,19.41007066139632,8.978244520945827,4.141001786495332,1.1230900450299284,2.0339508771136914
27,2.1020753799384733,1.10305696679635,13.558985121052054,19.383290432403335,9.128260361234526,4.1547416786626385,1.142044882935051,2.0740582467547237
28,2.0986249877145293,1.1003379906574227,13.701339649094352,19.36930777726879,9.291973821448135,4.172411040384438,1.1404712297857682,2.11392681660677
29,2.1015862847798217,1.104080464093231,13.862781163025044,19.35888525945058,9.444644680971757,4.212357485858771,1.1665897747528498,2.143379516328133
30,2.0998001065683254,1.102699623138179,14.01443078069818,19.34429314081672,9.600030519813572,4.230953459959304,1.2344550565760577,2.1444166108064557
31,2.1045432537904496,1.1079596347539336,14.161170367887603,19.33663819137454,9.774152126819455,4.242964886769657,1.266774120563351,2.163670014417038
32,2.0965909425761327,1.0998843740978421,14.287499142269404,19.320545023278143,9.941273485389047,4.272569903486379,1.262527926846675,2.2080779455398725
33,2.096045463157094,1.0999319421614937,14.42339690532704,19.309158320996847,10.087937800957658,4.306018506600257,1.2780935761828007,2.2441516167041664
34,2.1093747076852263,1.1139431584463277,14.56014804798973,19.308804592584252,10.221344488103613,4.342750350059631,1.298174352704206,2.269958463950052
35,2.0994823434012337,1.1045314782591666,14.679157772750637,19.2883300362522,10.366748243050735,4.363510257109323,1.3268149803248597,2.292447925432813
36,2.0867835500698586,1.0918064888384797,14.804668662579834,19.267792612229677,10.569057808952905,4.372835513455824,1.3612794108036341,2.306809735517586
37,2.0897453160973702,1.0955076853783627,14.939172833334418,19.26035326448912,10.731601913512254,4.400589400450576,1.389563117510578,2.326952932629723
38,2.099456697972675,1.1060477439067251,15.037628724786515,19.26242149888202,10.911050437600114,4.452871073695439,1.3964385407983357,2.358032655884362
39,2.094435713068373,1.101427598516465,15.148244709577973,19.252058242690016,11.093974201994607,4.473017250283436,1.3801476748612755,2.4052251907207904
40,2.0881651783128077,1.0956549956600006,15.269102520981212,19.23712950998981,11.261660675090813,4.488000107151733,1.3757040727311496,2.446054291091668
41,2.088247476272581,1.0968839802897108,15.41395861610152,19.22620406878759,11.44216825059199,4.494082866701842,1.382034849736732,2.4725542555298547
42,2.097232095172318,1.1064085288480296,15.534374563722258,19.223054119240327,11.605110553364165,4.54371961152425,1.3853054286915878,2.510377079327284
43,2.0952402194522683,1.1054858502938758,15.654205588937476,19.20946384807664,11.733648158089107,4.5549277946576465,1.3827425518977385,2.551999879477083
44,2.105238044581834,1.115991612179536,15.785985085201872,19.206623278581947,11.918612165157286,4.568366420489398,1.401373257510179,2.576828356538653
45,2.0898459195172254,1.1012486104666714,15.893990917776721,19.184768681302664,12.081833706806421,4.587334136748238,1.3927473959613643,2.6162604934954934
46,2.083185168157477,1.0950237454446583,16.002837263473406,19.174010684475864,12.219981776912945,4.595860980987042,1.3782973439976816,2.653717917143126
47,2.0811313969087073,1.0934597728619446,16.124840684615418,19.163617359011422,12.381833460914724,4.6109365031880145,1.391082254016957,2.6728095818138877
48,2.0751873666225955,1.0876959956077106,16.23775792645417,19.1523939405832,12.522807783279324,4.640482332687513,1.3767555335106099,2.7101073553925463
49,2.080249350072824,1.0932861423357865,16.348793766625864,19.155237392826322,12.67659305013691,4.673711720337655,1.3527376924217411,2.749785046638375
