,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,58.520936533217544,0,5.2430681210389345,1.3291177686833735,0.8755923762135035,0.020443970807644492,,,0.0005603414875353208
