date,rmse_loss
2021-02-16,0.1617569467824554
2021-02-17,0.06776361977458233
2021-02-18,0.11643480858191962
2021-02-19,0.15099102382406057
2021-02-20,0.2604680616446317
2021-02-21,0.1634512894381361
2021-02-22,0.17901520402378138
2021-02-23,0.08271459751036847
2021-02-24,0.08557477504621183
2021-02-25,0.12492600915794665
2021-02-26,0.15954138235194304
2021-02-27,0.15538170818822442
2021-02-28,0.14684606785349277
2021-03-01,0.13527529661778212
2021-03-02,0.0998929789488493
2021-03-03,0.10977906426643796
2021-03-04,0.1843930630853001
2021-03-05,0.1684065579389361
2021-03-06,0.1632959184931671
2021-03-07,0.14882578746435832
2021-03-08,0.1728602948841786
2021-03-09,0.12575729313106893
2021-03-10,0.07897697837004206
2021-03-11,0.11415790037333257
2021-03-12,0.13715376600846207
2021-03-13,0.17273092453614372
2021-03-14,0.22084819318060872
2021-03-15,0.2228886880748574
2021-03-16,0.13152169883717313
