,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,146.34171179944303,0,4.734908414885237,1.2002992831734096,0.7907297052858355,0.020672004214718133,,,0.0003985562472309546
