date,rmse_loss
2021-02-16,0.16235644609044353
2021-02-17,0.0646739968091854
2021-02-18,0.11695567373726751
2021-02-19,0.1461300179947533
2021-02-20,0.24927531186840168
2021-02-21,0.16180839106984996
2021-02-22,0.17639937127076383
2021-02-23,0.08395279722550227
2021-02-24,0.08579130413158567
2021-02-25,0.12976906261555013
2021-02-26,0.1605452122451413
2021-02-27,0.1611316117345741
2021-02-28,0.14795564838366895
2021-03-01,0.1366589813864544
2021-03-02,0.10040512863486072
2021-03-03,0.1127783044081217
2021-03-04,0.19010148287051615
2021-03-05,0.166245563087527
2021-03-06,0.16077084768232147
2021-03-07,0.1492147132210443
2021-03-08,0.1732767777416635
2021-03-09,0.12871627206947553
2021-03-10,0.07563695185433192
2021-03-11,0.11385076261753
2021-03-12,0.1366103678076398
2021-03-13,0.1747135217464975
2021-03-14,0.22088825701549578
2021-03-15,0.22109000922908342
2021-03-16,0.130894166094386
