,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,146.25481310848505,0,4.711937806835467,1.1944762340327928,0.7868936137415244,0.020670553635523458,,,0.00040751076990141734
