,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,47.75737257166209,0,5.144802097775285,1.3042073317860379,0.8591819503284732,0.020450893879145074,,,0.00039373729202120595
