date,rmse_loss
2021-02-16,0.160536463844142
2021-02-17,0.06777780487061358
2021-02-18,0.11790455681414905
2021-02-19,0.15095529893932322
2021-02-20,0.2514396719251612
2021-02-21,0.1658796982014323
2021-02-22,0.17697014614164597
2021-02-23,0.07354283237650121
2021-02-24,0.08426073131983415
2021-02-25,0.12931467734197216
2021-02-26,0.1589634534492973
2021-02-27,0.15826582049431512
2021-02-28,0.14670358553406715
2021-03-01,0.13914917743781596
2021-03-02,0.10204339422191501
2021-03-03,0.11745047226667758
2021-03-04,0.19299386525824092
2021-03-05,0.16195132927101075
2021-03-06,0.1654819233822479
2021-03-07,0.15117522645533307
2021-03-08,0.17350922117066991
2021-03-09,0.12465790070038756
2021-03-10,0.0832926468968004
2021-03-11,0.11775119882971787
2021-03-12,0.1371167881911202
2021-03-13,0.16781296503655166
2021-03-14,0.22094580787166435
2021-03-15,0.22322187652611652
2021-03-16,0.13151446166788217
