Epoch,Rm,Rout,Capacitance,Tm,Ai,P_max,O_hat,R_hat
0,1.0589506638087771,1.5592432456421572,5.058306482137722,21.05977838593775,0.5557225675933358,3.0579688193107084,0.0572321830112616,0.03543694782347296
1,1.117716027795347,1.6192088367339312,5.114614027580212,21.122147529989604,0.6153566343491816,3.1167311616786564,0.021474369617999922,0.07920322098024817
2,1.1763420662597828,1.6798548277354797,5.170784568301351,21.187173870518095,0.6775262002989396,3.176709394610498,0.0375253460043125,0.09317593502387263
3,1.2328802667964665,1.7389980495586483,5.236394677216943,21.252428234001233,0.759120170296136,3.2216797045986083,0.05911826402072903,0.10572271160543113
4,1.2766229139997232,1.7851825142680415,5.3051810489446645,21.305128633993256,0.840357631928163,3.245210019195231,0.09108903476586847,0.11644260170452518
5,1.2910733586178145,1.8005452451291941,5.368985275616827,21.323902341815526,0.8966226946618293,3.22596745584557,0.113263465771942,0.12887942013642537
6,1.2953396325068876,1.8050830573139103,5.431730414680207,21.33066453317431,0.9465584561163282,3.1939661007930393,0.1289872435461266,0.15162639157364907
7,1.2992460912578838,1.8092341945719752,5.492526224448218,21.336943712184283,0.9937852989096273,3.1659518332140966,0.141119724809852,0.16269337490686367
8,1.3007486770825623,1.8108287116550803,5.549489371135603,21.340160071187782,1.0395055832009625,3.134936269766794,0.1532558218093585,0.17533043371836163
9,1.2999027416392124,1.809933679367568,5.6068420745263445,21.340690505269205,1.0819024636292538,3.0958776193014357,0.16719938851449,0.18907837380551823
10,1.3032625355972265,1.8134722361487765,5.659881003895698,21.346013912498513,1.1238313033041596,3.073336017468424,0.1786934137033524,0.19686540930074573
11,1.3082452947751941,1.8187085020584786,5.712789754801602,21.353060839952025,1.1725141933321033,3.0489150871601214,0.18650766310358785,0.21374260428826325
12,1.3022119912415193,1.8123606478993526,5.765138550706432,21.34731018663542,1.213718368656121,3.0162087926404735,0.19536353131703946,0.21945300030338113
13,1.302445693626983,1.8125964437351474,5.819168672200188,21.348982933544328,1.254555902145914,2.9817488789202717,0.20655467724039905,0.22486429266144553
14,1.3072607994861938,1.817634898097935,5.868436066459705,21.35595344274525,1.288642626779192,2.967869331237128,0.21260209565035926,0.24162525407374993
15,1.3113218131883877,1.821873044621519,5.918537117224774,21.36193675468112,1.324602437471655,2.9475788103247513,0.216738538044412,0.2617940868334847
16,1.3126711308694818,1.8232799430485507,5.968104750581035,21.36491025776801,1.3639531479207365,2.9287491257446683,0.22515178827299076,0.2787216781592747
17,1.3192701565726705,1.830172812938784,6.014880593231226,21.373926575612632,1.4064653373157356,2.9166852310230302,0.23004256241086118,0.2984470496656078
18,1.3099035018042189,1.820396100118518,6.065602709361279,21.36435261748669,1.4431009707717641,2.8815877396845613,0.23868484266237144,0.3067154526003053
19,1.3066243805734536,1.816978922042719,6.109515194677959,21.36185283640275,1.4728444281110387,2.8674807214428153,0.24861981835379163,0.31104548403819027
20,1.3112242630562048,1.8217460111125097,6.156673235527694,21.368269451457245,1.5138491094282651,2.8535153630642456,0.2512656764575942,0.3297451299518965
21,1.3119100676642743,1.822453247120946,6.201248180243509,21.370427646821803,1.5471550112091508,2.8409241022588163,0.2580251970163284,0.3402141070530611
22,1.3107063198634277,1.8212025594379653,6.245046359030518,21.370201200991733,1.5776771649819314,2.8256044087876946,0.27155539608889256,0.3459928042463973
23,1.3152224149257583,1.8258687635687851,6.288353947528073,21.37651886344741,1.6176538303723973,2.8175458267719176,0.2800763272547282,0.3566844452390642
24,1.3132047101201054,1.8237799147937905,6.334153273903356,21.375695577589457,1.6490322840016327,2.8013289791236877,0.2898573646217891,0.3642636025867092
25,1.3181480913472556,1.8288782068271516,6.378591756589787,21.382423067273905,1.6901763379992467,2.7914912067626214,0.29859295108313,0.37500726343613344
26,1.3187239625490474,1.829470494815752,6.42163983039085,21.38435991319471,1.7268264035598488,2.781783884836532,0.30580842529856594,0.38513430929519654
27,1.3182495543578066,1.8289758677844976,6.4664991319452465,21.38524451749198,1.7590844109010069,2.769513482461804,0.3099067938533635,0.40420430890941156
28,1.316314658538568,1.8269722366663594,6.51138460181134,21.384240283255604,1.7970085296402616,2.7526307382934823,0.3138189924968708,0.4206878529084549
29,1.3218923205786093,1.832699392893875,6.553123035374466,21.391290828017983,1.8393273841776807,2.745123027181503,0.31893471293080805,0.43723301092496275
30,1.3199477640475332,1.8306935413188707,6.595371589736216,21.39026003517181,1.8769148470937664,2.7312000767086033,0.32914126702874397,0.4448667578809604
31,1.3225757828325162,1.8333876173209864,6.639201651379554,21.394230687518252,1.9131747831882258,2.722196656607633,0.3373448268545295,0.4577647119320138
32,1.3187144198339737,1.8294200568770596,6.681353475899092,21.391098016085717,1.9456956495189819,2.712340785862418,0.346006904889439,0.4661827168974693
33,1.3194243373716654,1.8301439092017922,6.72458965720107,21.393079965362237,1.9789134579434746,2.703251355828844,0.3513287579096151,0.4795436977284049
34,1.3217841837680713,1.8325457139698944,6.768882627992316,21.396647972620134,2.014189134193409,2.6930903621670743,0.35579073156551,0.4925565213359366
35,1.3195860589159478,1.8302900866364649,6.811526180794896,21.39530935332915,2.0447017726924837,2.675570690346165,0.3630675143237482,0.503163415072544
36,1.3185048540367388,1.829181281513975,6.854598831881751,21.3952300595324,2.0797257834418166,2.66554104682183,0.3718491365530803,0.512640027979116
37,1.318458789911518,1.8291294546729258,6.899685559104119,21.396302674040683,2.1148449420530544,2.657701733036408,0.3749749931123369,0.533957178030519
38,1.3241932358348383,1.8349814611088684,6.942126149670756,21.40340568889385,2.1523839639950757,2.655048875779051,0.38159881865421225,0.5464039514498878
39,1.3251562593911432,1.8359612951642346,6.9841066994385095,21.405322285020596,2.190853360826824,2.653277413346097,0.3865293045918241,0.5578175861106146
40,1.3218630437241368,1.8325959255988413,7.024931432289021,21.402823934574677,2.225519343337616,2.6480373355799927,0.3945985090923797,0.566815865214616
41,1.3275719236105796,1.838416940144633,7.064313672995431,21.409783462294357,2.2611852237882286,2.648674680127153,0.40100209943672493,0.5803802144415501
42,1.3223403596977619,1.8330747724042717,7.106210870495493,21.405223125392983,2.2889718176858693,2.6383317435425586,0.4079910568002573,0.5949341922736144
43,1.3177849286350167,1.8284367616149295,7.144785044972132,21.40148397799294,2.3160582696558807,2.63502662751463,0.4137717264545384,0.608888981783394
44,1.322673846867723,1.8333951997522675,7.188009399028285,21.407735992807407,2.354128140927942,2.6311941590023817,0.41570824723586997,0.6307721922688804
45,1.323430173542072,1.8341561251428178,7.229524343941373,21.40942863309623,2.3913441114005844,2.627789558611858,0.4224727507282892,0.6447364220987807
46,1.335805042467848,1.846761772679837,7.270532485826216,21.423628020001715,2.431216678883741,2.6288573215790443,0.4266740315758794,0.660310694239171
47,1.3233398600590505,1.834042011067312,7.3132380321868835,21.41116456165496,2.466412425765862,2.613745052111055,0.4342143949823219,0.669405209865009
48,1.3315658182382173,1.8424005916223563,7.354206541322023,21.420514382051355,2.507027826355726,2.612039254257194,0.44227332039043876,0.6777649207193936
49,1.3259801697024132,1.8367102409740064,7.394135269240723,21.415463362437123,2.5385115374705074,2.6090929482815515,0.45179880815475304,0.6847456018774292
