,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,34.44262895824012,0,4.821225653699193,1.2221807032127474,0.8051446841677683,0.020560496704608557,,,0.00037141701685505297
