date,rmse_loss
2021-02-16,0.5110453448338624
2021-02-17,0.3636112921994752
2021-02-18,0.17681139364501117
2021-02-19,0.37713805988963234
2021-02-20,0.27685112277847057
2021-02-21,0.40885988544063023
2021-02-22,0.3393483978293327
2021-02-23,0.4119206475997145
2021-02-24,0.17369675187261172
2021-02-25,0.14496346105302227
2021-02-26,0.49273293272997176
2021-02-27,0.3585387403048443
2021-02-28,0.37177887516415137
2021-03-01,0.4865335797331236
2021-03-02,0.3678188904856072
2021-03-03,0.27703020229795466
2021-03-04,0.5750665090488236
2021-03-05,0.5095439446892606
2021-03-06,0.6214793186595152
2021-03-07,0.3245323255160388
2021-03-08,0.30766684216224455
2021-03-09,0.6915082778872906
2021-03-10,0.20731801763501825
2021-03-11,0.37835227590041226
2021-03-12,0.33054612511546055
2021-03-13,0.7294339722881498
2021-03-14,0.740797640376954
2021-03-15,0.4604729348699873
2021-03-16,0.38934840615139876
