,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,56.11943697487855,0,5.206374892495255,1.3198160352475503,0.8694646070467086,0.02046055395245471,,,0.0004071246393096933
