,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,164.99514824012846,0,4.330099575858538,1.0976802424801406,0.7231266291683772,0.02058477912597674,,,0.0005168853784790149
