,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,146.76046448582613,0,4.7750707899671525,1.2104804452566735,0.7974368219245159,0.020672891204440633,,,0.00037563553147064975
