date,rmse_loss
2021-02-16,0.1619705566118322
2021-02-17,0.06820473315891082
2021-02-18,0.1223119864687704
2021-02-19,0.14436619105409845
2021-02-20,0.2459106287109803
2021-02-21,0.16519870209557014
2021-02-22,0.17466249971589476
2021-02-23,0.07523180304470084
2021-02-24,0.08690668344893762
2021-02-25,0.12938479178063111
2021-02-26,0.1638435295860111
2021-02-27,0.15967470481731394
2021-02-28,0.14536711147085485
2021-03-01,0.1423960383920895
2021-03-02,0.10256376346097923
2021-03-03,0.11515757528264588
2021-03-04,0.19039210905389675
2021-03-05,0.15849829859401113
2021-03-06,0.16164905220461
2021-03-07,0.15018973463950047
2021-03-08,0.17292358110518652
2021-03-09,0.12635865814799696
2021-03-10,0.08007560999281232
2021-03-11,0.1139995623326672
2021-03-12,0.13692793125182093
2021-03-13,0.16936683202911987
2021-03-14,0.2208309196712276
2021-03-15,0.22306520663588278
2021-03-16,0.13134896063344256
