date,rmse_loss
2021-02-16,0.16259697653234492
2021-02-17,0.06375997556022464
2021-02-18,0.12283185384528486
2021-02-19,0.1428606799335401
2021-02-20,0.25610862999700706
2021-02-21,0.16911941912936176
2021-02-22,0.18096423719848304
2021-02-23,0.07642535182708922
2021-02-24,0.08348006910620133
2021-02-25,0.12502152224343452
2021-02-26,0.16056144439131173
2021-02-27,0.16474603445591476
2021-02-28,0.15010430934602917
2021-03-01,0.14002799586872552
2021-03-02,0.10072684916573002
2021-03-03,0.112539968537936
2021-03-04,0.19892586291785616
2021-03-05,0.16362328809184928
2021-03-06,0.16339831436347757
2021-03-07,0.1508531598720186
2021-03-08,0.1720609533832825
2021-03-09,0.12603099688649178
2021-03-10,0.07927053942092874
2021-03-11,0.11788209966232568
2021-03-12,0.13679803487516431
2021-03-13,0.16901398604041448
2021-03-14,0.22082812949635966
2021-03-15,0.22348578468481217
2021-03-16,0.1317459518172927
