date,rmse_loss
2021-02-16,0.510241584070811
2021-02-17,0.3513659961390771
2021-02-18,0.32526133855411626
2021-02-19,0.44346399516335927
2021-02-20,0.2993077342293846
2021-02-21,0.38161928030190656
2021-02-22,0.3675855765408716
2021-02-23,0.3982580185608301
2021-02-24,0.2560287647261885
2021-02-25,0.2891708298501626
2021-02-26,0.5038084452883589
2021-02-27,0.35822844353037997
2021-02-28,0.38240394529527605
2021-03-01,0.4582073239299064
2021-03-02,0.38858875747051586
2021-03-03,0.29349373802638495
2021-03-04,0.5850285143367813
2021-03-05,0.5521403438361207
2021-03-06,0.6329822365035466
2021-03-07,0.42668906526084316
2021-03-08,0.3401278859588097
2021-03-09,0.6395972267569789
2021-03-10,0.40350116848010004
2021-03-11,0.38021243985858066
2021-03-12,0.33855053047482053
2021-03-13,0.6790339749548641
2021-03-14,0.7003208965643213
2021-03-15,0.41034859770439774
2021-03-16,0.3621978174327962
