time,oveHeaPumY_u
4611510,0.3988754531152745
4611540,0.39872403677582324
4611570,0.39857173127756235
4611600,0.3984185578194584
4611630,0.3982642714696791
4611660,0.3981094201874266
4611690,0.39795383418633623
4611720,0.3977975303575409
4611750,0.3976405406010321
4611780,0.3974828976552731
4611810,0.39732463333719775
4611840,0.39716577806159564
4611870,0.3970063607803741
4611900,0.3968464090516869
4611930,0.3966859491453511
4611960,0.3965250061522859
4611990,0.39636360408846044
4612020,0.3962017659912715
4612050,0.3960395140077975
4612080,0.39587686947502826
4612110,0.39571385299370093
4612140,0.3955504844951554
4612170,0.39538678330237187
4612200,0.3952227681858168
4612230,0.3950584574144495
4612260,0.3948938688017702
4612290,0.39472901974863195
4612320,0.394563927281436
4612350,0.3943986080879838
4612380,0.3942330785492313
4612410,0.39406735476935784
4612440,0.3939014526022624
4612470,0.3937353876768995
4612500,0.39356917541970765
4612530,0.3934028310755882
4612560,0.39323636972725795
4612590,0.3930698063130032
4612620,0.3929031556431028
4612650,0.39273643241505063
4612680,0.3925696512277792
4612710,0.3924028265947422
4612740,0.3922359729562626
4612770,0.392069104691075
4612800,0.3919022361271943
4612830,0.39173538155187154
4612860,0.39156855522151857
4612890,0.391401771370715
4612920,0.3912350442206696
4612950,0.3910683879878501
4612980,0.3909018168915533
4613010,0.3907353451616408
4613040,0.3905689870456551
4613070,0.3904027568161338
4613100,0.39023666877695995
4613130,0.39007073727025027
4613160,0.38990497668244845
4613190,0.3897394014507148
4613220,0.38957402606882696
4613250,0.3894088650930012
4613280,0.38924393314773414
4613310,0.3890792449312568
4613340,0.38891481522114535
4613370,0.38875065887967836
4613400,0.3885867908589414
4613430,0.38842321524291396
4613460,0.38825992208522536
4613490,0.3880968977676011
4613520,0.38793412819308165
4613550,0.3877715996594034
4613580,0.3876092989779935
4613610,0.3874472133959426
4613640,0.3872853304898352
4613670,0.3871236380755041
4613700,0.3869621241414098
4613730,0.3868007768015647
4613760,0.3866395842641687
4613790,0.3864785348108178
4613820,0.3863176167840014
4613850,0.3861568185800513
4613880,0.3859961286465358
4613910,0.3858355354819995
4613940,0.3856750276382283
4613970,0.3855145937234776
4614000,0.3853542224067346
4614030,0.3851939024222012
4614060,0.3850336225744402
4614090,0.3848733717433337
4614120,0.3847131388838622
4614150,0.38455291260355073
4614180,0.384392677285871
4614210,0.38423240195074615
4614240,0.38407202385419353
4614270,0.383911433324398
4614300,0.3837504652553436
4614330,0.38358889906397575
4614360,0.3834264659236685
4614390,0.38326286071172533
4614420,0.3830977560121864
4614450,0.38293081607924756
4614480,0.3827617094011223
4614510,0.38259011916034885
4614540,0.38241575136491807
4614570,0.38223834073233537
4614600,0.38205765457534274
4614630,0.3818734950072573
4614660,0.38168569979686234
4614690,0.3814941421780272
4614720,0.38129872988210184
4614750,0.3810994036167602
4614780,0.3808961351732012
4614810,0.3806889253067209
4614840,0.38047780150157107
4614870,0.3802628157054084
4614900,0.3800440420955879
4614930,0.37982157492298363
4614960,0.37959552646289274
4614990,0.3793660250946288
4615020,0.37913321351953183
4615050,0.37889724712418776
4615080,0.3786582924879515
4615110,0.37841652603188075
4615140,0.37817213280365186
4615170,0.3779253053912935
4615200,0.37767624295711427
4615230,0.37742434780381234
4615260,0.3771714727566258
4615290,0.37691743129025934
4615320,0.376662435805404
4615350,0.37640669297246243
4615380,0.37615055682639914
4615410,0.37589425941975046
4615440,0.3756380427319286
4615470,0.37538213933632797
4615500,0.37512676885431784
4615530,0.3748721372324703
4615560,0.37461843695972413
4615590,0.374365847584434
4615620,0.37411453631201436
4615650,0.3738646586100461
4615680,0.37361635879479227
4615710,0.37336977059094517
4615740,0.3731250176626307
4615770,0.3728822141150144
4615800,0.372641464967417
4615830,0.37240286659864913
4615860,0.37216650716609173
4615890,0.3719324669993083
4615920,0.37170081896938406
4615950,0.3714716288360492
4615980,0.37124495557253007
4616010,0.3710208516703318
4616040,0.3707993634249278
4616070,0.37058053120300105
4616100,0.37036438969317753
4616130,0.37015096814042575
4616160,0.3699402905659033
4616190,0.3697323759725323
4616220,0.3695272385379572
4616250,0.36932488779490197
4616280,0.3691253288005844
4616310,0.3689285622955555
4616340,0.36873458485232946
4616370,0.368543389015509
4616400,0.36835496343309504
4616430,0.3681692929800429
4616460,0.36798635887464487
4616490,0.3678061387879874
4616520,0.3676286069474094
4616550,0.3674537342342798
4616580,0.36728148826930457
4616610,0.3671118335179923
4616640,0.3669447313597734
4616670,0.36678014016823207
4616700,0.36661801538692756
4616730,0.36645830960061715
4616760,0.36630097260336725
4616790,0.3661459514636773
4616820,0.3659931905863291
4616850,0.3658426317720777
4616880,0.365694214274661
4616910,0.365547874855664
4616940,0.3654035478373997
4616970,0.36526116515369633
4617000,0.3651206563990929
4617030,0.3649819044841435
4617060,0.3648447850344242
4617090,0.364709264392112
4617120,0.36457476623743706
4617150,0.36444122141258045
4617180,0.364308484685346
4617210,0.3641763866177918
4617240,0.36404475065054315
4617270,0.3639133986135773
4617300,0.36378215242744344
4617330,0.36365083457813185
4617360,0.363519268217805
4617390,0.3633872771648014
4617420,0.3632546858889946
4617450,0.3631213195046368
4617480,0.3629870037759402
4617510,0.36285156513192335
4617540,0.3627148306899039
4617570,0.3625766282837289
4617600,0.3624367864948991
4617630,0.3622951346855694
4617660,0.3621515030314478
4617690,0.3620057225543183
4617720,0.36185762515329867
4617750,0.3617070436341438
4617780,0.3615538117371337
4617810,0.3613977641620044
4617840,0.36123873659124134
4617870,0.3610765657108072
4617900,0.36091108922829424
4617930,0.3607421458891064
4617960,0.3605696157341177
4617990,0.36039343205052693
4618020,0.3602135182761182
4618050,0.3600297690217761
4618080,0.3598420459880132
4618110,0.3596501785305552
4618140,0.3594539655285876
4618170,0.3592531775921888
4618200,0.35904755948645894
4618230,0.3588368326800954
4618260,0.3586206981991667
4618290,0.3583988399239129
4618320,0.3581709282563115
4618350,0.3579366241609561
4618380,0.3576955835544399
4618410,0.3574474620022767
4618440,0.357191919676467
4618470,0.3569286265262633
4618500,0.35665726761345307
4618530,0.3563775485669513
4618560,0.35608920111330483
4618590,0.35579198864057165
4618620,0.35548571175592253
4618650,0.35517021379852337
4618680,0.3548453862689184
4618710,0.3545111741394971
4618740,0.3541675794785336
4618770,0.35381456033952857
4618800,0.35345201036881463
4618830,0.35307834995891946
4618860,0.3526957244617586
4618890,0.352302652627066
4618920,0.35189862680450124
4618950,0.35148323894214545
4618980,0.35105611281234406
4619010,0.35061689742492297
4619040,0.35016526434335066
4619070,0.34970090637722945
4619100,0.34922353681572105
4619130,0.3487328889272718
4619160,0.3482287156419629
4619190,0.3477107894015256
4619220,0.34717890218841074
4619250,0.34663286576108604
4619280,0.34607251213496915
4619310,0.3454976943565819
4619340,0.3449082876311578
4619370,0.34430419087185443
4619400,0.34368532874670016
4619430,0.34305165430299317
4619460,0.3424031522427339
4619490,0.3417398429005455
4619520,0.34106178692827255
4619550,0.3403690906007598
4619580,0.33966191150268804
4619610,0.3389404641175454
4619640,0.3382050244914759
4619670,0.3374559326961863
4619700,0.33669359136397736
4619730,0.33591845840362605
4619760,0.3351310327713331
4619790,0.33433183472637434
4619820,0.33352138586275065
4619850,0.33270019493599307
4619880,0.3318687505069396
4619910,0.33102751800952673
4619940,0.3301769391458824
4619970,0.3293174324373841
4620000,0.3284493943575583
4620030,0.32757320077232227
4620060,0.3266892085480572
4620090,0.32579775725414717
4620120,0.3248991709171112
4620150,0.32399375980650597
4620180,0.323081822248271
4620210,0.3221636464849892
4620240,0.3212395126353506
4620270,0.32030969487226085
4620300,0.3193744640957734
4620330,0.31843409183361215
4620360,0.31748885798180787
4620390,0.31653908746716014
4620420,0.31558500310188814
4620450,0.31462671486309973
4620480,0.3136643434400113
4620510,0.31269803307566624
4620540,0.3117279480188533
4620570,0.3107542682185466
4620600,0.3097771862590846
4620630,0.3087968258896509
4620660,0.3078132190823058
4620690,0.3068263818411766
4620720,0.30583633281421624
4620750,0.3048431007253806
4620780,0.30384672424723547
4620810,0.3028472507613856
4620840,0.30184473511495785
4620870,0.3008392386301171
4620900,0.2998308283726201
4620930,0.29881957662431013
4620960,0.29780556050604917
4620990,0.296788861707355
4621020,0.29576956629229256
4621050,0.2947477645583039
4621080,0.29372355093208885
4621110,0.2926970238899717
4621140,0.2916682858940689
4621170,0.29063744333717817
4621200,0.2896046064906168
4621230,0.28856988945116163
4621260,0.28753341008373895
4621290,0.286495289956435
4621320,0.28545565426608993
4621350,0.2844146317518787
4621380,0.2833723545949915
4621410,0.2823289583026533
4621440,0.2812845815745469
4621470,0.2802393661499009
4621500,0.2791934566331563
4621530,0.27814700029673295
4621560,0.27710014685886464
4621590,0.2760530482353202
4621620,0.2750058582629329
4621650,0.27395873239538465
4621680,0.2729118273694364
4621710,0.271865300844541
4621740,0.2708193110162564
4621770,0.2697740162095884
4621800,0.2687295744581733
4621830,0.2676861430804313
4621860,0.26664387826734626
4621890,0.26560293470184787
4621920,0.26456346523644075
4621950,0.26352562066190816
4621980,0.26248954960899323
4622010,0.26145539863034306
4622040,0.2604233125186516
4622070,0.2593934349171737
4622100,0.258365909278372
4622130,0.25734088021086626
4622160,0.25631849522775746
4622190,0.25529890685611606
4622220,0.25428227498722006
4622250,0.25326876923470226
4622280,0.25225857093207066
4622310,0.2512518742921601
4622340,0.25024888624932934
4622370,0.24924982476228877
4622400,0.24825491593400129
4622430,0.24726519655004794
4622460,0.2462796691425508
4622490,0.24529932034517707
4622520,0.244324679634304
4622550,0.24335617560787284
4622580,0.24239419997174
4622610,0.2414391096359665
4622640,0.24049123417626733
4622670,0.2395508808355672
4622700,0.23861833690657092
4622730,0.23769387085038887
4622760,0.23677773305021974
4622790,0.23587015652964957
4622820,0.23497135768303176
4622850,0.23408153699097523
4622880,0.23320087969819744
4622910,0.2323295564468519
4622940,0.2314677238670094
4622970,0.23061552512969846
4623000,0.22977309046687747
4623030,0.22894053766170938
4623060,0.2281179725114516
4623090,0.22730548926648064
4623120,0.22650317104639384
4623150,0.2257110902353529
4623180,0.22492930885822374
4623210,0.22415787893907213
4623240,0.22339684284286718
4623270,0.2226462338017207
4623300,0.22190607683665423
4623330,0.22117638766566702
4623360,0.22045717308918053
4623390,0.21974843159232424
4623420,0.2190501537825556
4623450,0.21836232267680442
4623480,0.217684913923215
4623510,0.2170178960091292
4623540,0.21636123046901043
4623570,0.2157148720916169
4623600,0.21507876912154086
4623630,0.21445286345321823
4623660,0.21383709081707453
4623690,0.2132313809579784
4623720,0.21263565780672242
4623750,0.2120498396446383
4623780,0.21147383926179678
4623810,0.21090756410890113
4623840,0.21035091644325996
4623870,0.2098037934689495
4623900,0.20926608747145065
4623930,0.20873768594701017
4623960,0.20821847172697763
4623990,0.20770832309713233
4624020,0.20720711391242222
4624050,0.20671471370740427
4624080,0.2062309878020267
4624110,0.20575579740362182
4624140,0.20528899970471823
4624170,0.20483044797737274
4624200,0.20437999166359636
4624230,0.20393746935151283
4624260,0.20350270452016345
4624290,0.20307551158920478
4624320,0.20265570026722543
4624350,0.2022430769335306
4624380,0.2018374445625677
4624410,0.2014386023643471
4624440,0.20104634556468867
4624470,0.20066046534605056
4624500,0.20028074887069738
4624530,0.1999069793301416
4624560,0.1995389359979763
4624590,0.19917639428263795
4624620,0.19881912578093855
4624650,0.1984668983323923
4624680,0.19811947607446947
4624710,0.19777661949789083
4624740,0.1974380855011078
4624770,0.1971036274439993
4624800,0.19677299520006428
4624830,0.19644593520758108
4624860,0.19612219051908056
4624890,0.19580150084950057
4624920,0.19548360262284584
4624950,0.19516822901721012
4624980,0.1948551100084954
4625010,0.19454397241278754
4625040,0.1942345399269742
4625070,0.19392653316834807
4625100,0.19361966971281525
4625130,0.19331366413163567
4625160,0.19300822802737116
4625190,0.19270307006821855
4625220,0.19239789602147292
4625250,0.1920924087859115
4625280,0.19178630842292368
4625310,0.19147929218706441
4625340,0.19117105455537942
4625370,0.19086128725570187
4625400,0.19054967929453206
4625430,0.1902359169834726
4625460,0.18991968396571537
4625490,0.18960066124073693
4625520,0.1892785271892439
4625550,0.18895295759672975
4625580,0.18862362567672952
4625610,0.18829020209332817
4625640,0.18795235498302054
4625670,0.1876097499760236
4625700,0.18726205021720896
4625730,0.18690891638597062
4625760,0.18655000671625366
4625790,0.18618497701558193
4625820,0.1858134806839359
4625850,0.1854351687316589
4625880,0.18504968979761763
4625910,0.18465669016635441
4625940,0.18425581378494388
4625970,0.18384670227975758
4626000,0.18342899497238457
4626030,0.18300151369296166
4626060,0.18256627090146868
4626090,0.18212264695278693
4626120,0.18167081779641317
4626150,0.18121097979007714
4626180,0.1807433281277629
4626210,0.18026804972944485
4626240,0.17978532154310078
4626270,0.17929531061501905
4626300,0.17879817469057233
4626330,0.1782940629296453
4626360,0.17778311660293425
4626390,0.17726546972964163
4626420,0.1767412496505836
4626450,0.1762105775400378
4626480,0.1756735688622454
4626510,0.17513033378052834
4626540,0.17458097752377455
4626570,0.17402560071706627
4626600,0.17346429968024182
4626630,0.17289716669963098
4626660,0.17232429027531848
4626690,0.17174575534807732
4626720,0.171161643507736
4626750,0.170572033185709
4626780,0.169976999833814
4626810,0.16937661608983448
4626840,0.1687709519328159
4626870,0.168160074828225
4626900,0.1675440498639237
4626930,0.1669229398788328
4626960,0.16629680558364174
4626990,0.16566570567541286
4627020,0.16502969694588251
4627050,0.16438883438422078
4627080,0.16374317127456942
4627110,0.16309275928891678
4627140,0.16243764857535956
4627170,0.16177788784190344
4627200,0.16111352443684387
4627230,0.16044460442461933
4627260,0.15977117265889607
4627290,0.15909327285150554
4627320,0.15841094763865307
4627350,0.15772423864377189
4627380,0.15703318653745266
4627410,0.15633783109464208
4627440,0.155638211248928
4627470,0.15493436514444628
4627500,0.1542263301849902
4627530,0.15351414308102745
4627560,0.15279783989403645
4627590,0.15207745607903914
4627620,0.15135302652457103
4627650,0.1506245855908641
4627680,0.149892167145826
4627710,0.14915580459959144
4627740,0.14841553093644463
4627770,0.14767137874564035
4627800,0.14692338025043483
4627830,0.14617154437061938
4627860,0.1454158514529376
4627890,0.14465627611029686
4627920,0.14389279448681272
4627950,0.14312538625999324
4627980,0.14235403493087687
4628010,0.1415787276037927
4628040,0.14079945466095206
4628070,0.14001620945812895
4628100,0.13922898807603826
4628130,0.1384377891274388
4628160,0.1376426136134424
4628190,0.13684346481902102
4628220,0.13604034871050444
4628250,0.1352332746110271
4628280,0.13442225255546153
4628310,0.13360729428593812
4628340,0.13278841357649693
4628370,0.131965626323411
4628400,0.1311389505613214
4628430,0.13030840646075703
4628460,0.12947401632451339
4628490,0.12863580458690554
4628520,0.12779379781548794
4628550,0.1269480247150423
4628580,0.1260985161321669
4628610,0.1252453050600257
4628640,0.12438842664336004
4628670,0.12352791818287578
4628700,0.12266381913903743
4628730,0.12179617113567857
4628760,0.12092501796274269
4628790,0.12005040557876813
4628820,0.11917238211263617
4628850,0.11829099786502606
4628880,0.11740630530960716
4628910,0.11651835909352581
4628940,0.1156272160381398
4628970,0.11473293513883953
4629000,0.11383557756525217
4629030,0.1129352066612475
4629060,0.11203188794423433
4629090,0.11112568910528159
4629120,0.11021668000832434
4629150,0.10930493269019433
4629180,0.1083905213597703
4629210,0.10747352239802105
4629240,0.10655401435737273
4629270,0.10563207796179955
4629300,0.10470779610610284
4629330,0.10378125385632316
4629360,0.10285253844961477
4629390,0.10192173929395802
4629420,0.10098894796873287
4629450,0.10005425822485862
4629480,0.09911776598497707
4629510,0.09817956934408954
4629540,0.09723976856999955
4629570,0.09629846610386897
4629600,0.09535576656092155
4629630,0.09441149124209243
4629660,0.09346609725554425
4629690,0.09251944036501245
4629720,0.09157150846900511
4629750,0.09062232477664857
4629780,0.08967192570764469
4629810,0.0887203588629186
4629840,0.08776768185792469
4629870,0.08681396144306171
4629900,0.08585927273471254
4629930,0.0849036985032592
4629960,0.08394732850304802
4629990,0.0829902588397714
4630020,0.08203259137394937
4630050,0.0810744331601654
4630080,0.08011589592179595
4630110,0.0791570955600902
4630140,0.0781981516971478
4630170,0.07723918725229961
4630200,0.0762803280494563
4630230,0.0753217024555443
4630260,0.07436344104803268
4630290,0.0734056763102634
4630320,0.0724485423532585
4630350,0.07149217466233172
4630380,0.07053670986791634
4630410,0.06958228553752734
4630440,0.06862903998972526
4630470,0.06767711212671569
4630500,0.06672664128538475
4630530,0.06577776710540546
4630560,0.0648306294130463
4630590,0.06388536811941055
4630620,0.06294212313247811
4630650,0.062001034281397326
4630680,0.06106224125262902
4630710,0.0601258835364175
4630740,0.05919210038308043
4630770,0.05826103076864322
4630800,0.05733281336804164
4630830,0.05640758653626442
4630860,0.05548548829620056
4630890,0.05456665633263617
4630920,0.053651227991911944
4630950,0.05273934028637339
4630980,0.05183112990397407
4631010,0.050926733221205375
4631040,0.05002628632025406
4631070,0.049129925008967436
4631100,0.048237784843842044
4631130,0.047350001155294974
4631160,0.04646670907515747
4631190,0.04558804356595484
4631220,0.04471413945160283
4631250,0.043845131449388904
4631280,0.04298115420262783
4631310,0.04212234231474455
4631340,0.04126883038270603
4631370,0.04042075303195127
4631400,0.03957824495026153
4631430,0.038741300163223476
4631460,0.03790973819874005
4631490,0.0370833430776692
4631520,0.036261902859301066
4631550,0.03544521826739788
4631580,0.034633101786845755
4631610,0.03382537505776788
4631640,0.033021866591610306
4631670,0.0322224101590295
4631700,0.031426843748257834
4631730,0.03063500892421309
4631760,0.029846750452622927
4631790,0.02906191609587533
4631820,0.028280356518901116
4631850,0.027501925268037197
4631880,0.026726478795927867
4631910,0.025953876517133566
4631940,0.025183980880934553
4631970,0.024416657455213753
4632000,0.02365177518237096
4632030,0.022889209071925876
4632060,0.022128850137394095
4632090,0.02137062258847462
4632120,0.020614502107449407
4632150,0.019860528718261782
4632180,0.01910881117607589
4632210,0.01835952316151248
4632240,0.01761289337774915
4632270,0.016869192086859885
4632300,0.016128716296089283
4632330,0.015391775210181091
4632360,0.014658676975167028
4632390,0.013929717267026897
4632420,0.013205169937682703
4632450,0.012485279712632113
4632480,0.01177025680014525
4632510,0.011060273205379766
4632540,0.010355460512392578
4632570,0.009655908896013421
4632600,0.00896166713821609
4632630,0.008272743443894047
4632660,0.007589106875078643
4632690,0.006910689248333912
4632720,0.006237387362910673
4632750,0.005569065450933486
4632780,0.004905614077087305
4632810,0.004248704148688609
4632840,0.0035981021414183464
4632870,0.002955114402562331
4632900,0.0023205572006481656
4632930,0.0016949290871374645
4632960,0.0010785136861415246
4632990,0.0004714463225092724
4633020,0.0
4633050,0.0
4633080,0.0
4633110,0.0
4633140,0.0
4633170,0.0
4633200,0.0
4633230,0.0
4633260,0.0
4633290,0.0
4633320,0.0
4633350,0.0
4633380,0.0
4633410,0.0
4633440,0.0
4633470,0.0
4633500,0.0
4633530,0.0
4633560,0.0
4633590,0.0
4633620,0.0
4633650,0.0
4633680,0.0
4633710,0.0
4633740,0.0
4633770,0.0
4633800,0.0
4633830,0.0
4633860,0.0
4633890,0.0
4633920,0.0
4633950,0.0
4633980,0.0
4634010,0.0
4634040,0.0
4634070,0.0
4634100,0.0
4634130,0.0
4634160,0.0
4634190,0.0
4634220,0.0
4634250,0.0
4634280,0.0
4634310,0.0
4634340,0.0
4634370,0.0
4634400,0.0
4634430,0.0
4634460,0.0
4634490,0.0
4634520,0.0
4634550,0.0
4634580,0.0
4634610,0.0
4634640,0.0
4634670,0.0
4634700,0.0
4634730,0.0
4634760,0.0
4634790,0.0
4634820,0.0
4634850,0.0
4634880,0.0
4634910,0.0
4634940,0.0
4634970,0.0
4635000,0.0
4635030,0.0
4635060,0.0
4635090,0.0
4635120,0.0
4635150,0.0
4635180,0.0
4635210,0.0
4635240,0.0
4635270,0.0
4635300,0.0
4635330,0.0
4635360,0.0
4635390,0.0
4635420,0.0
4635450,0.0
4635480,0.0
4635510,0.0
4635540,0.0
4635570,0.00043194276984140356
4635600,0.0010086062996644662
4635630,0.0015944346367574025
4635660,0.002189205637336844
4635690,0.0027926368569303806
4635720,0.003404420996234858
4635750,0.004024241202801415
4635780,0.004651776233420485
4635810,0.0052867022123680935
4635840,0.0059286932437150166
4635870,0.006577421636242092
4635900,0.007232557996071115
4635930,0.007893771271474769
4635960,0.008560728779344612
4635990,0.00923309622283973
4636020,0.00991053770353722
4636050,0.010592106385631949
4636080,0.011273527217532674
4636110,0.01195076997853846
4636140,0.012621219516136517
4636170,0.013283093833467735
4636200,0.013935100025696673
4636230,0.014576274079964107
4636260,0.015205895453193334
4636290,0.015823450642106572
4636320,0.016428463244411072
4636350,0.017020626099769485
4636380,0.017599638785306286
4636410,0.018165298897577353
4636440,0.018717428947966328
4636470,0.0192558888833524
4636500,0.01978055892285813
4636530,0.020291337537888792
4636560,0.020788138361696778
4636590,0.02127088483807688
4636620,0.02173950574627967
4636650,0.022193931779474402
4636680,0.022634092904943087
4636710,0.023059916244431728
4636740,0.023471324324860137
4636770,0.023868233627717544
4636800,0.02425055339931165
4636830,0.02461639484496835
4636860,0.024968936284523728
4636890,0.025307307942207192
4636920,0.025631070856142184
4636950,0.02594011713848457
4636980,0.02623439182061309
4637010,0.026513869352872754
4637040,0.026778532514583064
4637070,0.0270283772116577
4637100,0.027263409291699296
4637130,0.027483644141096834
4637160,0.027689105871279266
4637190,0.02787982648117978
4637220,0.02805584525858575
4637250,0.028217208371998575
4637280,0.028363968566455216
4637310,0.02849618491253565
4637340,0.028613922589826316
4637370,0.028717252698612715
4637400,0.028806252096956725
4637430,0.02888100325936653
4637460,0.02894159415420197
4637490,0.028988118135313972
4637520,0.0290206738464798
4637550,0.02903936513534182
4637580,0.029044300975322707
4637610,0.029035595394503365
4637640,0.02901336740933098
4637670,0.028977740962799918
4637700,0.028928844866064073
4637730,0.028866812742709556
4637760,0.028791782975254712
4637790,0.028703898653066284
4637820,0.028603307522108826
4637850,0.02849016193513356
4637880,0.02836461880302675
4637910,0.028226839546741656
4637940,0.02807699004937381
4637970,0.027915240608859027
4638000,0.02774176589102325
4638030,0.027556744882508394
4638060,0.02736036084391738
4638090,0.02715280126345186
4638120,0.02693425781032801
4638150,0.026704926288381097
4638180,0.026465006589860073
4638210,0.026214702649310823
4638240,0.02595422239778905
4638270,0.02568377771672058
4638300,0.0254035843923665
4638330,0.025113862070553477
4638360,0.024814834211398067
4638390,0.024506728044196485
4638420,0.024189774522721152
4638450,0.02386420828075399
4638480,0.023530268425338296
4638510,0.02318820574961153
4638540,0.022838271440298274
4638570,0.02248071667173926
4638600,0.022115794331887696
4638630,0.021743772906203128
4638660,0.02136494360814669
4638690,0.020979608648944926
4638720,0.020588072855932952
4638750,0.02019064089183631
4638780,0.01978761730715742
4638810,0.019379307251547295
4638840,0.018966017011958092
4638870,0.018548054278352488
4638900,0.0181257282457361
4638930,0.017699349646835692
4638960,0.01726923075805269
4638990,0.016835685392160436
4639020,0.016399028880103892
4639050,0.015959578042429205
4639080,0.015517651152468281
4639110,0.01507356789326552
4639140,0.01462765350227994
4639170,0.014180234635029876
4639200,0.013731636944520053
4639230,0.013282185788728234
4639260,0.012832207084474617
4639290,0.012382027700525338
4639320,0.011931975529636546
4639350,0.011482379437816048
4639380,0.011033569191963532
4639410,0.010585875393450794
4639440,0.010139629419916545
4639470,0.009695163369659915
4639500,0.009252810005895151
4639530,0.008812902699815555
4639560,0.00837577537201945
4639590,0.007941762432770016
4639620,0.0075111987209133865
4639650,0.007084419441416311
4639680,0.006661760101724118
4639710,0.006243556446422954
4639740,0.0058301443908496675
4639770,0.005421859952587415
4639800,0.005019039182104351
4639830,0.004624186108645295
4639860,0.004236171120826798
4639890,0.003857655293562967
4639920,0.0034900056196871475
4639950,0.0031342012283517295
4639980,0.002791092773681053
4640010,0.0024614216641972607
4640040,0.0021458460858684966
4640070,0.0018449734173725473
4640100,0.0015597845735864369
4640130,0.0012908775694016716
4640160,0.0010387163436167302
4640190,0.0008037150982771912
4640220,0.0005862646868156574
4640250,0.0003867397022321639
4640280,0.00020549988917171745
4640310,4.2890349478869046e-05
4640340,0.0
4640370,0.0
4640400,0.0
4640430,0.0
4640460,0.0
4640490,0.0
4640520,0.0
4640550,0.0
4640580,0.0
4640610,0.0
4640640,0.0
4640670,0.0
4640700,0.0
4640730,0.0
4640760,0.0
4640790,0.0
4640820,5.6679386138655526e-05
4640850,0.0001915389860045802
4640880,0.0003380821600590639
4640910,0.0004959438267551714
4640940,0.0006646985676559663
4640970,0.0008438890002785776
4641000,0.0010330484375290605
4641030,0.0012317171977864554
4641060,0.0014394347949110182
4641090,0.0016557359316290543
4641120,0.0018801536631348008
4641150,0.002112220072542653
4641180,0.0023514661205040503
4641210,0.0025974212108153287
4641240,0.00284961264876912
4641270,0.0031075650492051296
4641300,0.0033707997117371183
4641330,0.0036388339692259297
4641360,0.003911180509029807
4641390,0.004187346667757236
4641420,0.004466833697106856
4641450,0.004749135999808551
4641480,0.005033740333444247
4641510,0.00532012498012463
4641540,0.005607758879513391
4641570,0.005896100722817301
4641600,0.006184598004464093
4641630,0.006472686028554164
4641660,0.006759786866443567
4641690,0.007045308261530733
4641720,0.0073286424773030545
4641750,0.00760916508328727
4641780,0.007886233674960644
4641810,0.008159186520797035
4641840,0.008427341131306412
4641870,0.008689992743026504
4641900,0.008946412709889592
4641930,0.00919573596098434
4641960,0.009434565901008123
4641990,0.009659149145955222
4642020,0.00986745223307388
4642050,0.010059521375843
4642080,0.010235417375574216
4642110,0.010396486093095835
4642140,0.010546210020392521
4642170,0.010689732342877048
4642200,0.010833043446382177
4642230,0.010982353850883197
4642260,0.011143696248082046
4642290,0.011322007579995913
4642320,0.011520263183817154
4642350,0.011740006114191858
4642380,0.011978828389143697
4642410,0.012232746223919845
4642440,0.01249686274812382
4642470,0.012771833890913362
4642500,0.013057061257838442
4642530,0.013353377040161383
4642560,0.013660932028648628
4642590,0.013979906261791838
4642620,0.01431051688493948
4642650,0.014652981560316782
4642680,0.015007497898942242
4642710,0.01537424245118237
4642740,0.01575337369731288
4642770,0.01614503396363156
4642800,0.016549349972852033
4642830,0.016966432804314382
4642860,0.017396377807952328
4642890,0.017839264659797446
4642920,0.018295157563381733
4642950,0.018764105556470023
4642980,0.019246142889427657
4643010,0.01974128945661329
4643040,0.02024955127140651
4643070,0.020770920981432742
4643100,0.021305378419916438
4643130,0.021852891193729792
4643160,0.02241341530757964
4643190,0.022986936676107548
4643220,0.023573617223021374
4643250,0.02417348001975609
4643280,0.024786431556994715
4643310,0.025409790711793934
4643340,0.02604382209503534
4643370,0.026697984471789084
4643400,0.027387659881478194
4643430,0.028122494329748646
4643460,0.028898498256596364
4643490,0.029712456368890115
4643520,0.03056294943417502
4643550,0.03144900515058247
4643580,0.032369879368141154
4643610,0.033324858047528265
4643640,0.03431329464394867
4643670,0.035334599857972576
4643700,0.03638822351852272
4643730,0.03747363930969457
4643760,0.038590334514165194
4643790,0.039737803587682856
4643820,0.04091554082459673
4643850,0.04212303973084691
4643880,0.043359794923223
4643910,0.04462530011057323
4643940,0.04591904614198259
4643970,0.04724052001498885
4644000,0.04858920462674931
4644030,0.04996601819863633
4644060,0.05136760632295899
4644090,0.052794494302587903
4644120,0.05424618751229237
4644150,0.055722090188380216
4644180,0.05722155600944347
4644210,0.05874391195671577
4644240,0.06028846784744907
4644270,0.061854521007844325
4644300,0.0634413592449037
4644330,0.06504826318204274
4644360,0.06667450832900661
4644390,0.068319367026218
4644420,0.06998211032322926
4644450,0.07166200980841657
4644480,0.07335833936842284
4644510,0.07507037684914458
4644540,0.07679740560388762
4644570,0.07853871592782352
4644600,0.08029360639618668
4644630,0.08206138513249729
4644660,0.08384137104460519
4644690,0.08563289507291445
4644720,0.08743530150337893
4644750,0.08924795282179614
4644780,0.09107022716316639
4644810,0.09290024498303329
4644840,0.09474057324619571
4644870,0.09660012953714513
