,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,47.12895609455407,0,5.145915351924553,1.3044895417128741,0.8593678637714004,0.02045708105595799,,,0.00037036564443636863
