,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,147.70808007725554,0,4.731577295204845,1.1994548443344288,0.7901734082992106,0.020682448810104705,,,0.00036278546251650005
