date,rmse_loss
2021-02-16,0.5075087095569475
2021-02-17,0.36333009882860834
2021-02-18,0.17327644993253458
2021-02-19,0.3816336115094405
2021-02-20,0.29232848284085244
2021-02-21,0.3759942416070151
2021-02-22,0.3692012121667232
2021-02-23,0.39377532217047023
2021-02-24,0.2738420258248724
2021-02-25,0.3557024868980812
2021-02-26,0.5319066259391065
2021-02-27,0.4177234860457778
2021-02-28,0.4169293525085289
2021-03-01,0.4614919172759065
2021-03-02,0.4427116794576364
2021-03-03,0.3329028363881475
2021-03-04,0.5902328900974885
2021-03-05,0.5942741262912972
2021-03-06,0.6558297117392701
2021-03-07,0.4734180470612502
2021-03-08,0.39081395976788275
2021-03-09,0.6477143397253735
2021-03-10,0.47282489714433545
2021-03-11,0.43474641675352443
2021-03-12,0.45359290329213753
2021-03-13,0.6964724079438886
2021-03-14,0.7193724459892838
2021-03-15,0.45423547342915915
2021-03-16,0.44195132597581877
