,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,41.45266074480622,0,5.257877263434154,1.3328718862805602,0.8780655029935042,0.02045189692274377,,,0.0005484772646462387
