Epoch,Rm,Rout,Capacitance,Tm,Ai,P_max,O_hat,R_hat
0,1.0589568322992473,1.5592495401913262,5.05762231548943,21.059740361485137,0.553949222895433,3.059116874176541,0.9839977094084082,0.014532360313860402
1,1.1177682088644183,1.6192615207425127,5.11461154293453,21.12204162039059,0.6116526860439215,3.1197820458948904,0.9775530167792812,0.020028725988326463
2,1.1763755494789068,1.6798880971147256,5.168274983732049,21.187108650279747,0.6779465911346569,3.183668263422465,0.9503180564673268,0.044136646826713644
3,1.2336328545211779,1.7397762539139376,5.234139308075002,21.253164491414864,0.7536018381472819,3.235908569890063,0.9318363887176903,0.08249511701459865
4,1.2762209991531415,1.784750221445126,5.307433573959847,21.304645396480677,0.8320394820647378,3.257068754995969,0.9135468065878212,0.12196305394517358
5,1.2883578015527477,1.7976420352365183,5.374570655629884,21.320792083520384,0.8980715057093764,3.2416010121904097,0.9024916797687786,0.14252169598838862
6,1.29070671310279,1.8001361467213435,5.435837922651091,21.324805395719398,0.9486719630952137,3.2142442459879876,0.9000155638140175,0.16932380890016757
7,1.296747003254606,1.8065273949506737,5.496726693432224,21.333277015260375,1.0053025705999414,3.196157587967847,0.888390813990406,0.1943221165995005
8,1.2986249641709553,1.8085060236331425,5.553033657866146,21.33671274855973,1.053431849522354,3.1763631142772284,0.8635138962110266,0.22543198575131843
9,1.3055205166183523,1.81577180557327,5.61070311996802,21.34600192326235,1.1156908119700266,3.146397287003811,0.8389969653156433,0.2485174819333754
10,1.2973200936602507,1.8071405516494619,5.666465497931243,21.33776072048093,1.1622569796715179,3.117147336030934,0.8223767548447705,0.27373937897939077
11,1.298371833303322,1.808237178640063,5.719590051155274,21.340395364482724,1.2059697659663295,3.101264451005536,0.790962625638242,0.3029446771714884
12,1.295290396372912,1.8050208642344094,5.772147337616369,21.338022592638946,1.2544478028091337,3.0788180120999624,0.7798089602940215,0.3234515685683467
13,1.3020247375649032,1.8120332481906611,5.822406603976626,21.3468607679934,1.3014608093371756,3.0625831866578848,0.7619717803293815,0.34666173471618034
14,1.3017221817625788,1.8117093870239411,5.8742804997395766,21.34791182145374,1.349665628138579,3.0436609524124045,0.7463587991990115,0.36815480448769616
15,1.3017064751272103,1.8116838160089999,5.926284151421171,21.34920258568521,1.399825735780597,3.0171794654874886,0.7196134359919636,0.3915592555023642
16,1.3006217398577635,1.8105518588670853,5.972603134819829,21.34933086491655,1.4453932708563768,3.005304778253131,0.6910823530220972,0.4174125870721247
17,1.3000128623069185,1.8099149295897314,6.022558293667102,21.349791203553373,1.4857417597450109,2.985420552767104,0.6753645132282435,0.43750043655358445
18,1.3011819161006344,1.8111156211103854,6.072892297062243,21.352327093408615,1.5326428534074394,2.966704591819453,0.6421876154228969,0.4668398206284695
19,1.3040291624437026,1.8140453773030774,6.122170877978504,21.356630755537328,1.5727027870567651,2.954300927506846,0.6231839697946773,0.48586290178493957
