,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,113.97973164050714,0,5.077440066123862,1.2871310567624012,0.8479324910426863,0.019840476650265483,,,0.00035794381707209217
