date,rmse_loss
2021-02-16,0.16275276649456621
2021-02-17,0.06697254925504625
2021-02-18,0.11615876832874013
2021-02-19,0.14693787741237108
2021-02-20,0.2598684811138661
2021-02-21,0.16789046455362439
2021-02-22,0.18142637327095779
2021-02-23,0.0805848288355492
2021-02-24,0.08605370079096604
2021-02-25,0.12507152152605522
2021-02-26,0.15645805132641388
2021-02-27,0.15738403160145617
2021-02-28,0.14788889094328406
2021-03-01,0.14252813937277123
2021-03-02,0.10257405809623478
2021-03-03,0.10975580694467059
2021-03-04,0.19164140673583438
2021-03-05,0.1683605651737353
2021-03-06,0.16104764829919851
2021-03-07,0.14882135674144703
2021-03-08,0.17227615049403006
2021-03-09,0.12467693437502485
2021-03-10,0.07788944306540524
2021-03-11,0.11554738702744764
2021-03-12,0.13609260604032775
2021-03-13,0.16799718207437764
2021-03-14,0.22084961117262397
2021-03-15,0.22276715121434595
2021-03-16,0.13100184332735007
