date,rmse_loss
2021-02-16,0.5091375997475105
2021-02-17,0.36873491686730087
2021-02-18,0.1847033980619728
2021-02-19,0.35416770340978204
2021-02-20,0.30163034396274224
2021-02-21,0.4069838148490072
2021-02-22,0.3302015790243967
2021-02-23,0.3964946737263926
2021-02-24,0.18247253906019198
2021-02-25,0.1533785661169983
2021-02-26,0.49597418476660204
2021-02-27,0.34687970012369646
2021-02-28,0.3624936753224981
2021-03-01,0.4738795238437416
2021-03-02,0.3695697972143821
2021-03-03,0.2955488346859005
2021-03-04,0.5933552515106701
2021-03-05,0.5035908730052828
2021-03-06,0.6227523613949139
2021-03-07,0.32560758690124825
2021-03-08,0.3084246356118808
2021-03-09,0.6934676763210074
2021-03-10,0.198329712611296
2021-03-11,0.35903879624296287
2021-03-12,0.33273937573190276
2021-03-13,0.6882956664416257
2021-03-14,0.7048379817515732
2021-03-15,0.4129247288683039
2021-03-16,0.36268591783527465
