date,rmse_loss
2021-02-16,0.16230257669123402
2021-02-17,0.05519771665471354
2021-02-18,0.12026983521653087
2021-02-19,0.14404443352292973
2021-02-20,0.24420380639136896
2021-02-21,0.16269496574449105
2021-02-22,0.18022030926954738
2021-02-23,0.07618159954357986
2021-02-24,0.07964147512825634
2021-02-25,0.1283870765243453
2021-02-26,0.16328240179381062
2021-02-27,0.16530573429559195
2021-02-28,0.14571712462425102
2021-03-01,0.14078325250932605
2021-03-02,0.10140979632580269
2021-03-03,0.10631847795556616
2021-03-04,0.1897271576462469
2021-03-05,0.168081339081792
2021-03-06,0.15706022776453313
2021-03-07,0.14863626726136656
2021-03-08,0.16814233795701702
2021-03-09,0.12703974105655538
2021-03-10,0.08344987974696204
2021-03-11,0.11317947757506502
2021-03-12,0.135670687915561
2021-03-13,0.1683816114907211
2021-03-14,0.22063951058365572
2021-03-15,0.22195012540678963
2021-03-16,0.13025981204463366
