,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,44.728333817795345,0,5.20387293522439,1.319181789079386,0.8690467801824734,0.020461786309296837,,,0.0002657254023696299
