,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,44.859989657219906,0,5.1788432570237655,1.312836765655527,0.8648668239229685,0.020466621478390318,,,0.00021951653180540213
