date,rmse_loss
2021-02-16,0.16053919669477085
2021-02-17,0.0624227384269104
2021-02-18,0.11903475640137658
2021-02-19,0.14756834022692097
2021-02-20,0.2542080839948638
2021-02-21,0.16798148891595735
2021-02-22,0.17655136828714246
2021-02-23,0.07795615161210318
2021-02-24,0.08442073505334995
2021-02-25,0.12360854266897518
2021-02-26,0.1627567814727915
2021-02-27,0.16382369486173817
2021-02-28,0.15162480855250807
2021-03-01,0.1489668755191925
2021-03-02,0.10378263092377435
2021-03-03,0.11210937612833427
2021-03-04,0.1891336546511065
2021-03-05,0.15818061444733628
2021-03-06,0.16271111791538492
2021-03-07,0.1511825677264535
2021-03-08,0.17024130451421482
2021-03-09,0.1195064729721761
2021-03-10,0.0834941065448329
2021-03-11,0.11198934395896933
2021-03-12,0.13664653100751112
2021-03-13,0.16788395910933138
2021-03-14,0.22084706964109102
2021-03-15,0.22293606915865777
2021-03-16,0.1311132306803634
