,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,79.62000661357726,0,5.320563304244493,1.3487627976259822,0.8885340718088308,0.01939162765825267,,,0.0003671582855063416
