,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,55.29382445452673,0,4.809777873411668,1.2192786909098587,0.8032329048597501,0.020329629633325706,,,0.00036658948807968134
