,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,47.46964426868898,0,5.1514753857272115,1.305899010281853,0.8602963894164471,0.020474203271116733,,,0.00036297440424124666
