,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
2021-03-16,36.114633676386816,0,5.1884992378364805,1.3152845567915525,0.8664793727186938,0.020540458360904883,,,0.00039241885394274557
